,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49
219,0,0,0,1,4,4,3,5,24,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,2,0,0,2,0,2,1,1,1,0,1,0,1,1,2,1,0,0,1,2,2,2,1,0,0,0,1,2,1,0,1,1,1,1,2,1,1,0,1,2,2,1,2,2,0,1,2,0,0,2,0,1,0,0,1,2,1,1,1,1
220,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,4,1,1,0,1,1,2,1,1,1,2,1,1,1,2,0,2,1,2,2,0,2,2,1,2,2,1,0,0,2,2,1,1,1,0,2,0,0,2,2,0,2,0,0,0,2,0,0,1,2,0,0,1,2
221,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1,0,1,0,0,2,2,1,1,0,2,1,2,0,2,2,2,0,2,2,1,2,0,0,1,0,1,0,0,2,0,2,0,0,2,1,1,2,1,2,2,1,2,2,2,1,0,2,1,2
222,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2,0,1,0,0,1,2,0,2,0,1,0,0,0,2,1,1,0,2,2,0,0,2,0,1,0,2,1,0,0,0,0,1,2,1,0,2,2,1,2,1,1,1,1,1,2,0,1,0,0
223,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0,0,0,2,0,0,1,1,0,1,0,0,2,1,1,0,0,0,1,1,2,1,1,0,0,2,0,1,0,2,1,2,0,2,0,2,0,0,1,2,2,0,1,1,0,1,0,1,1,0
224,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1,1,0,1,1,0,0,2,1,2,1,1,1,2,1,1,2,1,0,2,2,2,2,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,0,2,0,0,0,2,2,1,2,2
225,0,0,0,1,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1,2,2,1,0,2,0,0,2,0,2,1,1,1,1,2,1,2,0,1,0,1,2,1,2,2,0,1,2,0,0,2,0,1,2,2,0,0,2,1,0,1,1,0,2,2,1,2,0,2
226,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2,1,0,2,1,2,2,0,2,1,2,2,0,2,1,0,1,1,1,2,0,1,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,1,1,2,1,0,1,0,1,2,0,2,0,2
227,0,0,2,2,2,2,5,4,-1,-1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,0,1,0,5,0,-1,0,2,1,2,1,2,0,2,0,0,0,2,1,0,0,1,0,2,1,0,1,1,0,1,0,2,0,1,1,2,1,1,0,1,2,0,2,0,0,1,0,2,2,0,1,2,1,1,2
228,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0,0,2,2,2,2,2,1,0,0,0,0,0,2,0,2,0,0,2,2,2,2,0,2,1,1,0,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,0,0,0,2,2,1,2
229,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1,0,0,2,1,2,0,0,0,2,1,1,0,1,0,0,0,0,2,0,0,0,1,1,2,1,2,2,2,2,2,2,0,1,0,0,1,1,0,0,0,2,2,1,0,2,2,1,2,2
230,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0,1,1,2,0,0,1,1,2,2,1,1,2,0,0,0,2,2,0,0,2,2,0,1,2,2,0,2,1,2,2,0,2,0,2,0,1,1,1,0,0,2,2,0,1,2,2,2,0,1
231,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2,2,2,1,1,0,1,1,2,1,2,1,2,2,2,0,0,2,2,0,1,0,0,0,2,2,0,2,1,0,0,1,1,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,1,1
232,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,2,2,2,5,0,0,2,0,1,2,1,1,1,1,0,2,1,2,1,2,2,1,1,2,1,1,2,1,0,0,0,2,2,1,2,0,1,1,0,2,1,2,2,2,1,0,0,1,2,2,2,2,2,1,2,0
233,0,0,2,2,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,2,4,2,5,0,0,2,0,1,2,1,1,2,2,0,1,0,2,2,1,1,0,0,1,2,2,0,1,2,1,2,1,0,1,2,2,2,0,1,1,0,1,2,0,1,0,0,1,1,0,0,1,1,0,1,2
234,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2,2,1,2,0,2,0,2,0,2,2,0,2,0,1,0,1,0,0,0,1,1,1,2,1,2,1,1,2,0,0,2,1,1,2,2,1,0,0,0,1,0,0,2,0,0,0,2,1,2
235,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,3,3,5,6,3,1,0,2,1,0,1,1,2,0,2,0,0,1,1,2,0,2,1,0,1,2,2,2,0,0,1,1,2,2,2,2,1,0,2,0,2,2,0,2,2,0,1,1,1,2,1,2,2,1,1,1
236,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0,2,1,2,2,2,0,0,1,2,1,0,1,2,2,0,0,1,0,2,0,2,1,0,2,1,1,1,2,2,0,1,1,1,0,2,1,0,2,2,2,1,1,1,1,0,1,2,2,2
237,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2,2,0,1,1,2,2,0,0,1,2,1,1,0,0,2,0,0,0,2,0,1,2,1,1,2,1,1,2,1,0,0,0,1,0,1,1,1,1,2,1,2,1,1,1,0,0,2,2,1
238,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2,1,1,1,2,1,0,2,1,1,0,2,2,2,0,2,2,2,0,1,0,2,0,1,0,2,0,1,1,2,2,1,0,2,0,1,0,1,2,0,0,1,2,1,0,0,2,0,0,0
239,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1,2,0,1,2,1,2,2,0,0,0,1,1,2,0,2,2,0,0,1,0,1,2,0,2,2,1,2,0,2,2,0,0,1,0,2,1,2,1,2,2,2,2,1,1,2,0,0,0,1
240,0,0,2,2,2,4,5,4,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1,0,0,0,2,1,1,0,2,0,0,2,1,0,0,0,0,0,0,2,0,1,1,1,2,1,2,2,2,2,1,2,1,0,1,2,2,2,1,2,1,2,0,1,1,0,1,2,0,2
241,0,1,1,3,3,3,4,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,1,0,0,0,5,1,0,2,2,0,1,2,2,2,2,1,2,1,2,0,0,1,0,0,0,1,2,0,1,2,0,2,0,2,0,1,2,1,2,2,0,2,2,2,1,2,2,0,0,0,2,1,1,2,0,2
242,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1,0,0,1,1,2,0,2,2,0,1,0,1,0,1,1,1,1,2,1,1,1,1,2,1,0,0,1,1,1,0,0,0,1,0,0,0,0,2,2,2,0,2,1,1,2,1,2,0,2
243,0,0,2,2,2,2,2,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2,0,2,2,0,2,2,2,0,0,1,0,1,1,0,0,1,0,2,0,2,1,1,1,1,1,0,2,1,2,2,2,2,0,1,2,1,1,2,1,0,0,1,2,0,1,1,1,1,2
244,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0,0,2,1,1,2,0,1,2,2,0,2,0,0,1,0,2,1,1,2,0,1,1,1,0,1,0,0,0,2,2,0,2,0,1,1,1,1,0,2,1,1,0,1,0,2,0,2,1,1
245,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2,0,0,0,1,0,1,1,1,0,2,0,0,1,1,0,1,2,1,0,0,0,1,2,0,0,0,0,1,0,2,2,1,0,2,2,1,2,2,2,1,1,2,1,0,2,0,0,2,1
246,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0,1,0,2,2,2,2,1,1,1,2,2,0,0,0,2,1,1,1,0,1,2,1,0,0,0,1,2,1,1,2,2,2,0,2,1,0,1,0,1,2,0,2,1,0,1,0,0,0,2
247,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0,2,2,2,0,1,2,0,1,2,1,2,2,2,1,1,2,2,1,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,2,1,1,1,2,2,1,2,2,0,2,2,1,2,0,2
248,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,0,3,4,1,0,2,1,1,0,2,1,1,1,0,0,0,1,1,0,1,1,2,1,0,2,2,1,0,0,0,0,2,2,0,0,1,2,2,2,2,1,0,1,2,1,0,1,2,2,0,0,1,0,0
249,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,0,1,4,1,1,0,1,1,1,0,1,0,1,2,0,1,0,2,2,2,0,0,0,0,1,0,1,1,0,0,2,1,2,1,1,2,0,0,2,0,2,2,2,2,2,2,0,0,2,1,2,0,1,2,2,2
250,0,0,0,1,1,0,6,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,0,2,1,1,1,0,1,1,1,0,0,0,1,0,0,2,0,0,0,1,1,1,1,2,1,2,1,2,1,0,0,2,1,0,2,2,2,1,2,0,0,2,1,2,0,1,0,2,2,0,0,1,2,0,1,1
251,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2,0,0,2,1,0,2,1,2,0,2,0,0,0,1,1,0,1,2,2,0,0,2,2,1,1,0,1,0,0,2,0,2,1,0,2,0,0,2,1,0,1,2,1,0,1,0,1,2,1
252,0,0,0,1,1,0,6,2,25,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,1,2,0,0,0,1,2,0,2,1,2,1,1,1,0,0,0,2,1,2,1,2,0,1,0,1,1,2,1,1,0,1,1,1,2,1,1,0,1,1,1,2,2,1,2,2,2,1,2,0
253,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,0,0,3,4,1,0,2,1,1,2,0,0,2,1,2,0,1,0,2,0,0,2,2,1,0,0,1,1,2,1,0,1,1,1,0,0,2,0,1,1,0,2,0,1,2,2,2,0,1,1,0,2,2,2,0
254,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,2,2,2,5,6,0,2,2,1,0,2,1,1,1,1,1,1,2,2,0,1,2,0,2,1,0,2,2,1,1,1,1,0,2,1,0,0,0,0,2,0,2,1,2,2,1,1,0,0,1,1,0,0,2,2,0
255,0,0,0,1,4,5,1,7,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,0,2,2,5,6,0,2,0,2,1,1,1,1,1,1,2,0,0,2,2,1,2,1,0,1,2,2,2,1,0,0,1,1,0,2,0,0,0,0,1,0,2,2,2,0,1,1,0,2,0,2,1,0,2,1,0
256,0,0,2,2,4,4,5,4,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1,2,0,2,1,0,1,1,2,0,0,2,0,1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,2,0,0,0,1,0,1,0,0,0,0,1,2,0,1,1,1,2,0,2,0,0
257,0,1,1,3,3,3,4,3,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,1,0,0,0,5,1,0,2,2,0,0,2,0,2,1,0,2,1,1,1,0,0,2,0,1,1,2,0,0,1,1,1,2,2,1,1,1,1,0,2,0,1,1,2,0,2,0,0,0,1,1,1,2,1,1,1
258,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2,1,2,2,0,2,1,2,0,0,1,1,0,2,0,1,0,2,1,1,0,1,2,1,0,1,0,2,1,1,0,2,0,2,1,0,1,2,1,0,0,1,2,2,0,1,2,2,1,0
259,0,0,2,2,2,2,2,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,0,0,2,0,2,0,0,1,1,0,2,2,1,2,1,2,2,1,2,1,0,2,1,2,2,0,1,2,0,1,0,2,0,1,1,0,0,2,1,0,1,1,2,1,0,0,2,0,2,2,1,0
260,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1,0,2,0,0,0,2,0,1,0,1,0,1,2,2,1,1,0,2,2,0,2,2,2,2,0,2,0,0,0,0,0,2,2,2,1,2,2,0,1,1,2,0,2,1,1,0,1,1,1
261,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0,0,2,2,1,1,2,0,2,2,2,1,0,2,2,1,0,2,0,1,1,2,1,0,1,2,0,0,0,2,2,1,2,2,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
262,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,2,5,0,0,2,0,1,2,0,0,0,1,0,1,2,2,1,2,2,0,2,1,0,0,1,0,1,0,1,2,2,0,1,0,1,0,1,2,2,1,1,2,1,1,0,2,2,2,2,1,2,2,2,1
263,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0,2,1,2,0,0,2,2,2,2,1,0,0,1,1,2,1,1,2,1,2,2,1,0,1,0,1,2,2,1,1,1,1,0,1,0,2,2,2,1,1,2,2,0,2,0,2,1,0,0
264,0,0,0,1,1,0,6,2,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,1,1,0,1,1,2,0,1,2,2,2,1,2,1,1,1,2,0,0,0,2,0,0,1,1,0,0,1,0,2,0,0,2,1,1,0,0,0,2,1,2,1,2,0,2,1,1,0,2,1,2,2,2
265,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,0,3,4,1,0,1,1,2,2,2,0,0,0,1,0,0,2,2,0,1,1,0,1,2,2,2,0,1,1,2,0,0,0,1,1,0,1,2,2,0,1,1,2,2,2,1,1,2,2,0,1,2,1,0
266,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,3,5,3,4,1,0,0,2,1,1,1,1,0,2,2,0,0,0,1,0,2,1,2,2,1,0,1,0,1,1,2,0,2,0,1,2,1,1,2,2,1,1,1,1,0,0,2,2,2,0,2,2,2,0,0
267,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,0,0,3,4,1,0,2,0,0,2,1,1,1,0,2,2,0,2,0,0,1,2,0,0,0,2,1,1,0,1,0,2,1,0,1,0,2,1,2,1,1,1,0,2,2,2,0,2,1,1,0,0,0,0,1
268,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2,2,1,2,1,2,0,0,1,2,1,2,2,2,1,2,0,0,2,0,0,0,2,0,1,2,1,0,0,0,2,0,0,1,2,1,0,0,0,1,1,2,1,0,0,2,1,2,0,1
269,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,4,1,0,1,0,2,2,2,2,0,1,2,0,1,0,2,0,2,2,0,1,1,1,1,1,0,2,1,2,0,1,0,2,1,1,0,2,1,1,0,2,0,1,2,0,1,0,1,1,0,2,0
270,0,0,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2,2,2,2,0,1,0,2,0,2,0,2,0,1,2,0,1,1,0,1,0,2,2,1,1,1,1,2,2,2,2,1,1,1,0,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0
271,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,3,5,1,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,2,0,2,0,2,1,1,1,2,2,1,2,1,2,1,2,0,1,2,0,1,2,1,1,2,0,1,1,1,0,2,0,0,0,2
272,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1,2,2,1,1,0,2,2,2,1,1,1,1,1,0,2,0,1,0,0,0,0,2,0,2,0,1,0,2,0,2,1,0,1,2,1,0,1,1,0,0,0,0,1,1,0,2,1,0,1
273,0,0,0,1,1,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1,1,2,2,0,2,0,0,2,2,1,0,2,0,2,1,0,1,0,1,0,1,1,1,0,2,2,0,0,2,1,1,1,2,1,1,1,1,2,0,0,0,1,0,0,0,1,2,1,0
274,0,0,2,2,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1,2,0,0,0,0,1,1,1,2,2,1,1,0,0,2,1,2,2,0,1,0,1,1,1,0,2,1,0,0,0,0,2,2,0,1,2,0,2,2,2,2,0,1,2,2,1,2,0,1
275,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2,0,1,2,1,0,1,2,1,1,0,2,2,2,0,1,1,0,2,1,2,2,1,1,0,1,0,0,2,1,1,1,0,1,2,0,0,2,2,0,1,0,0,1,0,1,1,1,2,1
276,0,0,0,1,1,0,6,2,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,1,1,0,1,0,2,1,2,1,1,0,1,0,1,2,2,0,1,2,0,1,1,2,2,0,1,0,2,2,2,2,1,2,0,1,2,1,2,2,2,2,2,2,0,1,2,0,2,0,2,0,0,2
277,0,0,0,1,4,0,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,0,2,1,1,1,0,1,2,2,0,2,1,0,0,0,0,0,2,2,0,2,2,1,1,1,1,1,0,1,0,2,2,0,0,1,2,0,0,2,1,1,2,1,2,0,1,0,2,2,2,2,0,1,1,1,1
278,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2,2,0,2,1,1,0,0,2,0,2,2,0,0,2,0,0,1,1,0,1,0,2,0,1,2,0,1,1,1,0,1,0,1,2,0,1,0,1,1,0,1,0,0,1,1,0,0,2,2
279,0,0,2,2,4,4,5,4,21,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,2,2,1,0,0,0,1,0,0,2,1,2,2,0,0,1,1,0,0,0,2,2,0,1,2,0,0,1,0,1,0,1,2,2,1,0,0,2,1,2,0,0,0,0,2,0,2,2,0,1,0,0,0,1,1,1
280,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1,1,0,0,2,1,0,1,1,0,0,1,1,2,0,1,1,1,1,1,1,1,0,0,1,2,0,0,0,1,2,1,2,1,0,2,2,0,2,0,1,2,2,1,2,2,2,1,1,1
281,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1,2,0,2,2,0,2,2,0,0,0,2,2,2,2,1,1,0,2,0,1,0,2,0,2,1,0,1,0,2,0,1,0,0,1,1,0,0,1,1,1,1,2,0,1,1,2,1,0,0
282,0,0,0,1,1,0,6,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,0,1,4,4,2,0,-1,0,2,2,2,1,2,0,0,2,2,2,1,1,0,1,2,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,2,0,2,2,1,1,1,2,1,2,2,1,2,0,0,2,1
283,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0,2,1,0,2,1,0,1,2,0,2,0,0,0,0,1,1,2,2,2,0,2,1,2,2,1,2,1,0,0,1,0,1,1,1,1,1,0,0,2,0,1,1,0,2,1,0,1,0,2
284,0,0,0,1,4,4,3,5,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,0,2,1,1,1,0,1,0,2,1,2,0,1,2,0,1,0,1,2,1,2,1,2,1,0,0,2,0,2,0,2,2,2,0,0,1,2,2,1,2,1,0,1,0,2,2,0,1,0,0,1,1,1,1,1,0
285,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,1,0,0,3,4,1,0,1,2,2,2,0,2,1,0,2,2,2,2,2,0,1,1,1,2,2,2,1,2,2,2,1,2,1,2,0,0,2,2,0,0,0,0,1,0,0,1,0,2,0,1,2,2,1,2,2
286,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1,0,1,1,0,2,2,2,1,0,1,1,2,2,1,1,2,0,2,1,2,0,2,2,2,0,0,1,0,0,1,1,0,2,0,0,1,1,0,1,2,0,0,1,0,1,2,2,1,0
287,0,1,2,2,2,2,2,6,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,2,7,0,2,0,1,0,1,2,1,2,1,0,1,1,2,0,0,1,0,2,1,1,0,1,0,0,2,0,0,1,2,0,2,1,1,0,0,1,2,1,2,2,2,0,1,2,2,1,1,0,1,2
288,0,0,2,2,4,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,2,2,2,5,0,0,2,2,1,0,2,2,0,1,0,2,0,1,1,0,1,0,0,0,2,2,1,1,0,1,2,2,1,2,0,0,2,2,1,2,1,0,2,1,0,2,0,0,1,2,2,1,0,2,0,1
289,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,2,0,0,2,1,2,1,0,1,1,0,1,1,2,0,1,0,2,0,2,1,1,1,0,0,1,0,1,1,1,2,2,2,0,1,2,1,2,0
290,0,0,0,1,4,4,5,4,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,2,2,1,1,1,0,1,2,1,0,2,2,0,1,1,0,1,2,0,0,2,0,2,2,2,2,0,2,2,0,2,1,2,0,2,0,1,0,0,1,0,0,2,1,0,2,1,1,1,1,2,0,2,1,1,0
291,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,2,4,3,5,0,0,2,1,0,1,2,2,0,2,1,2,2,1,1,2,2,2,0,2,2,0,0,1,0,0,1,1,0,2,0,0,1,2,2,0,0,1,1,0,2,0,0,2,0,1,1,1,0,1,0,1
292,0,1,1,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,1,0,0,0,5,1,0,2,0,0,1,2,2,1,2,2,2,1,1,1,2,1,0,2,1,1,2,1,0,1,2,0,1,1,0,1,2,2,2,0,0,1,1,1,2,1,1,1,2,0,1,0,0,2,2,1
293,0,1,1,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,6,0,1,1,1,0,0,3,4,1,0,0,0,2,0,2,2,0,2,2,1,0,2,2,0,0,0,2,2,1,2,1,2,1,2,1,0,2,2,2,0,1,1,2,0,1,1,0,1,0,1,0,0,0,2,0,1,2,1,2
