,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53
277,0,0,2,2,0,1,0,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,4,4,6,6,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
278,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0
279,0,0,2,2,3,5,2,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,5,3,7,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
280,0,0,2,0,2,3,6,0,-1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,4,4,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1
281,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1
282,0,0,2,2,0,1,0,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,3,4,4,6,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0
283,0,0,0,0,3,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,0,0,2,3,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
284,0,0,0,0,3,2,4,4,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,0,0,2,3,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1
285,0,0,2,2,0,1,3,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,4,4,6,6,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0
286,0,0,2,2,0,1,3,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,4,4,6,6,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0
287,0,0,2,2,0,1,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1
288,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,1,2,3,4,4,6,6,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0
289,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0
290,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1
291,0,0,2,2,0,1,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
292,0,0,2,2,3,5,2,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,5,3,7,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0
293,0,0,2,2,0,1,0,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,1,2,3,4,4,6,6,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1
294,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0
295,0,1,0,3,1,0,1,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1
296,0,0,2,0,2,2,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0
297,0,0,2,2,0,1,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0
298,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
299,0,1,1,1,4,4,5,5,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1
300,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0
301,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
302,0,1,1,1,4,4,5,5,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,0,3,1,0,5,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1
303,0,1,1,1,4,5,2,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,5,3,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1
304,0,0,2,2,3,3,0,7,12,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,7,0,0,0,1,1,5,3,7,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0
305,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,4,4,6,6,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1
306,0,1,1,1,4,4,5,5,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,0,3,1,0,5,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
307,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,5,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
308,0,0,2,2,3,5,2,7,4,0,0,0,0,0,0,0,0,0,0,2,2,4,4,3,7,0,0,0,1,1,5,3,7,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0
309,0,1,0,3,3,2,4,4,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,2,0,0,2,3,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1
310,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1
311,0,1,0,3,1,0,1,2,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1
312,0,0,2,2,0,1,3,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,4,4,6,6,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1
313,0,1,0,3,1,4,5,5,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,0,0,0,3,3,4,5,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
314,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,4,4,6,6,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1
315,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,2,3,4,4,6,6,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
316,0,1,1,1,4,5,2,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,5,3,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
317,0,1,1,1,4,4,5,5,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,0,3,1,0,5,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0
318,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1
319,0,1,1,1,4,4,5,5,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,0,3,1,0,5,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
320,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
321,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
322,0,1,1,1,4,4,5,5,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0
323,0,0,2,0,2,3,6,0,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0
324,0,0,2,0,2,3,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,6,2,0,1,1,2,4,4,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1
325,0,1,1,1,4,4,5,5,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1
326,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,6,0,1,2,3,4,4,6,6,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0
327,0,1,0,3,3,2,4,4,16,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,1,1,2,0,0,2,3,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
328,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
329,0,0,2,2,0,1,3,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,4,4,6,6,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1
330,0,1,1,1,4,4,5,5,-1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,0,3,1,0,5,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0
331,0,1,1,1,4,4,5,5,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,0,3,1,0,5,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
332,0,0,2,2,0,1,3,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,4,4,6,6,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1
333,0,1,0,3,1,4,5,5,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,0,0,0,3,1,0,5,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0
334,0,0,2,0,2,2,6,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,2,4,4,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
335,0,0,2,0,2,3,0,6,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,1,1,2,4,4,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
336,0,0,2,2,3,5,2,7,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,0,0,1,1,5,3,7,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0
337,0,1,0,3,1,0,1,2,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0
338,0,0,2,2,0,1,0,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,3,4,4,6,6,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1
339,0,0,2,2,0,1,0,6,7,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,0,0,1,2,3,4,4,6,6,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1
340,0,0,2,2,0,1,3,3,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0
341,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0
342,0,1,0,3,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,0,0,0,3,3,4,2,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0
343,0,1,1,1,4,5,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
344,0,0,2,2,0,1,3,3,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
345,0,1,1,1,4,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0
346,0,0,2,2,0,1,3,3,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,1,2,3,4,4,6,6,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
347,0,0,2,2,0,1,3,3,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,1,2,3,2,2,5,4,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0
