,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50
289,0,1,1,2,0,2,5,6,50,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,1,1,2,0,6,4,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1
290,0,1,1,2,4,2,5,6,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,1,1,2,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1
291,0,1,2,1,2,0,1,4,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,0,3,4,5,0,3,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
292,0,0,2,3,1,5,6,4,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,0,3,4,5,0,5,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
293,0,1,1,1,2,0,1,0,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,1,3,4,5,6,4,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1
294,0,1,2,1,2,0,1,0,46,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
295,0,1,2,1,2,0,1,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0
296,0,0,0,0,3,1,3,1,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,1,4,6,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0
297,0,0,0,0,3,3,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,0,1,2,5,2,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1
298,0,0,2,3,1,5,6,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,0,3,3,2,7,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0
299,0,0,0,3,1,1,3,3,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,0,2,0,1,4,5,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0
300,0,0,0,3,3,1,3,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,0,2,0,1,3,2,7,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1
301,0,0,0,3,3,1,3,1,2,1,1,1,1,0,0,0,0,0,1,1,1,2,4,0,0,0,0,2,0,1,3,2,7,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1
302,0,0,0,0,4,3,0,7,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1
303,0,0,0,0,3,1,3,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,0,1,3,2,7,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0
304,0,1,2,1,2,0,1,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
305,0,1,1,2,4,2,4,2,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,2,0,1,2,5,2,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
306,0,1,1,2,4,2,5,6,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,1,1,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1
307,0,1,2,1,2,0,1,0,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,1,3,4,5,6,3,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0
308,0,0,2,3,1,5,6,3,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,0,2,0,1,4,5,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0
309,0,0,1,0,4,2,0,2,5,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,0,2,0,1,2,5,2,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1
310,0,1,1,2,4,2,4,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,0,1,2,5,2,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0
311,0,0,2,3,1,5,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,0,3,4,5,0,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0
312,0,1,2,1,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,0,3,4,5,0,3,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
313,0,1,2,1,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,0,3,4,5,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0
314,0,0,0,0,3,3,0,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
315,0,0,2,3,1,5,6,3,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,0,3,3,2,7,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0
316,0,0,2,3,1,5,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,0,3,4,5,0,5,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
317,0,0,2,3,1,5,6,4,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,0,3,4,3,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1
318,0,1,2,1,2,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,0,3,4,5,0,3,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
319,0,1,1,2,4,2,5,6,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,1,1,2,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0
320,0,0,0,0,4,3,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,0,1,2,5,2,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1
321,0,1,2,1,2,0,1,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
322,0,0,0,3,1,1,3,3,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,2,0,1,3,2,7,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0
323,0,0,0,0,4,3,0,2,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,0,2,0,1,2,5,2,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0
324,0,1,2,1,2,0,1,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1
325,0,0,1,0,4,2,5,7,48,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,1,1,2,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0
326,0,1,2,1,2,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0
327,0,0,0,0,3,3,0,7,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1
328,0,0,0,3,1,1,3,3,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,0,2,0,3,3,2,7,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
329,0,0,0,0,3,1,3,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,0,1,3,2,7,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0
330,0,0,0,0,3,3,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,0,1,2,5,2,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1
331,0,1,1,2,4,2,5,6,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,1,1,2,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0
332,0,1,2,1,2,0,1,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
333,0,0,0,0,4,3,0,7,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,1,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
334,0,1,2,1,2,0,1,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1
335,0,1,2,1,2,0,1,4,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,0,3,4,5,0,3,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1
336,0,0,0,0,3,3,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,0,1,2,5,2,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1
337,0,0,0,0,3,1,3,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,0,1,3,2,7,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1
338,0,0,0,3,1,1,3,3,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,0,2,0,1,4,5,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1
339,0,1,1,2,0,4,2,5,52,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,1,3,4,5,6,4,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1
340,0,1,1,1,0,4,4,5,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,2,0,3,4,3,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1
341,0,1,1,2,4,2,4,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,3,0,0,2,0,1,2,5,2,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1
342,0,0,0,0,3,3,0,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,0,1,2,5,2,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
343,0,0,0,0,3,1,3,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,0,1,3,2,7,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1
344,0,1,1,2,0,4,4,5,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,0,3,4,3,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1
345,0,1,1,2,0,4,2,5,38,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,6,0,1,1,3,4,5,6,4,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1
346,0,1,1,2,0,4,4,5,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,2,0,1,2,5,2,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0
347,0,0,0,3,1,1,3,3,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,0,2,0,1,4,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1
348,0,0,0,0,3,1,3,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,0,1,3,2,7,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1
349,0,0,0,0,4,3,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,0,1,2,5,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1
350,0,0,0,0,4,3,0,7,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,1,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0
351,0,1,2,1,2,5,6,4,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,2,0,3,4,3,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
352,0,0,2,3,1,5,6,3,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,0,2,0,1,4,5,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
353,0,0,0,0,3,3,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,0,1,2,5,2,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0
354,0,0,0,0,3,3,0,1,47,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,1,4,6,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
355,0,1,1,2,4,2,4,2,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,2,0,1,2,5,2,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1
356,0,0,0,0,3,1,3,1,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,0,2,0,1,4,6,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0
357,0,0,0,0,3,1,3,1,51,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,0,1,4,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0
358,0,0,0,0,3,3,0,2,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,0,1,2,5,2,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0
359,0,0,0,0,3,1,3,1,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,0,2,0,1,4,6,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0
360,0,1,1,2,0,2,2,6,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,1,1,2,0,6,4,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1
361,0,1,2,1,2,0,1,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
362,0,1,2,1,2,0,1,0,8,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,0,3,4,3,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0
