,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39
332,0,0,0,0,3,4,0,5,-1,7,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,0,2,0,1,1,6,1,0,1,2,2,2,0,1,1,2,0,2,1,1,1,2,1,1,1,2,2,0,1,1,1,2,2,1,2,0,0,1,2,2,2,2,0,0,0,1,2,2
333,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,0,3,0,0,0,0,0,0,1,2,0,2,2,2,1,0,0,0,2,0,1,1,1,2,0,1,2,1,0,2,2,1,0,0,1,0,1,1,1,2,1,1,1
334,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,0,1,2,2,1,0,0,0,2,2,0,1,1,0,0,1,0,1,0,2,2,1,1,0,1,0,0,1,0,2,1,0,0,0,0,1,1,2,2,2
335,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,0,2,0,0,0,2,0,0,1,0,1,2,0,0,1,1,2,0,2,1,0,0,0,0,1,2,2,0,0,2,2,0,1,2,1,0,2,2,1,0
336,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,0,3,0,0,2,2,2,2,0,2,1,1,0,1,1,1,2,2,1,1,2,2,2,0,2,0,0,0,1,0,1,0,2,0,2,0,0,0,0,2,2,2,1
337,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,5,4,0,0,2,0,2,0,1,0,2,2,2,0,0,0,0,2,0,2,0,1,0,1,1,2,0,1,1,2,1,0,2,2,1,2,2,1,0,2,2,1,0
338,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,4,4,4,7,1,2,0,1,1,2,1,2,0,0,0,1,1,2,1,2,2,1,2,2,1,0,2,2,2,1,2,0,0,0,2,1,2,2,0,0,0,1,1,2,0
339,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,2,1,2,1,2,2,1,2,1,0,1,1,0,0,2,2,2,1,0,0,2,0,0,2,1,0,0,2,0,2,1,0,0,1,2,1,1,1,0
340,0,1,1,1,1,1,1,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,4,4,4,0,1,-1,2,2,0,1,1,0,0,0,1,1,0,1,1,1,2,2,2,1,2,1,2,2,0,1,0,1,1,0,1,2,1,2,2,1,2,1,2,0,0
341,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,4,4,4,0,1,2,1,1,0,2,1,2,1,1,1,0,1,1,2,2,2,2,1,0,1,0,1,1,2,1,1,2,1,1,1,2,1,1,1,1,0,1,1,0,0
342,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,5,4,0,-1,2,0,1,1,1,1,0,2,0,1,1,2,0,2,2,2,0,0,0,2,2,0,1,0,2,2,0,0,0,0,2,2,2,2,1,1,1,1,2
343,0,0,2,0,3,2,2,3,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,1,3,5,1,5,2,1,2,1,1,0,2,2,0,2,2,0,1,2,1,0,0,2,0,0,0,2,2,0,2,0,2,0,2,2,2,0,2,2,2,2,1,1,1,1,1
344,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,0,3,0,0,0,1,1,1,0,2,1,2,2,2,0,1,0,1,2,1,1,0,1,2,0,1,0,1,2,1,2,0,2,0,0,2,2,2,0,0,0,0,2
345,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,4,4,4,0,1,2,2,1,2,2,1,1,2,2,0,0,2,0,2,0,0,2,2,1,2,0,1,1,0,1,1,2,0,2,0,2,2,2,2,2,1,2,1,1,2
346,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,2,2,0,2,1,1,1,1,1,2,0,2,0,0,1,0,0,0,1,0,2,1,0,1,2,0,2,0,2,1,0,1,0,0,2,2,1,1,2
347,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,0,0,0,2,2,0,0,1,1,0,1,2,0,2,1,0,2,0,1,2,0,0,1,2,1,1,2,1,1,0,2,2,1,1,2,1,1,0,2
348,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,2,0,1,1,2,2,0,2,2,0,1,2,1,0,1,0,2,1,2,0,0,2,0,1,2,2,2,2,2,0,0,2,0,1,1,1,2,2,1
349,0,0,2,3,0,2,2,3,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,0,2,1,3,5,1,5,2,1,0,1,1,0,1,1,1,1,0,1,1,2,2,1,0,2,2,1,2,1,0,2,2,2,0,2,0,0,0,1,2,1,1,0,2,0,2,1,0
350,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,-1,1,2,0,0,1,0,0,0,0,2,1,0,1,2,2,1,1,0,1,1,1,2,0,1,0,0,2,1,2,1,2,0,1,1,1,1,0,1,1
351,0,0,2,0,3,2,2,3,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,1,3,1,6,1,2,1,1,2,1,2,1,2,2,2,0,0,2,0,0,0,1,2,2,1,2,0,1,0,1,0,1,1,0,1,2,0,2,1,1,0,0,0,0,0,2
352,0,0,2,0,3,2,2,5,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,1,3,5,1,5,2,1,1,2,0,1,1,1,2,2,2,2,0,2,2,1,0,2,1,0,2,0,2,1,0,1,0,2,2,1,0,2,2,0,2,1,2,2,2,0,1
353,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,-1,2,1,1,1,1,2,2,0,2,0,2,1,0,2,1,1,1,1,0,2,1,2,0,0,1,2,1,0,1,2,0,1,2,1,1,2,2,1,2
354,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,7,1,2,0,2,2,2,0,2,1,1,2,1,0,0,0,1,1,2,0,2,0,1,0,0,1,1,1,0,0,2,1,0,1,2,0,2,0,1,1,1,2
355,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,-1,1,0,0,1,0,0,0,2,1,2,0,1,1,1,1,2,1,2,1,1,2,0,0,1,2,2,1,0,0,0,0,1,0,1,2,2,2,2,0
356,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,-1,2,0,0,0,0,0,2,0,0,0,2,1,2,1,2,1,0,0,0,0,0,0,1,0,1,2,2,2,1,0,0,2,2,1,2,0,2,0,2
357,0,0,2,3,0,2,2,7,1,1,0,0,0,0,0,0,0,0,1,2,3,2,4,0,2,0,0,2,1,3,5,1,5,2,1,1,1,1,1,0,1,1,2,0,2,2,2,1,2,2,0,1,2,1,0,1,0,0,2,1,1,1,2,2,2,2,0,1,1,0,2,1,1,1
358,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,5,4,0,0,2,1,0,1,2,2,1,2,0,1,2,1,2,2,1,0,0,1,2,2,2,0,1,1,1,0,2,2,0,2,1,1,0,1,2,2,2,0,0
359,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,0,3,0,0,0,2,1,0,1,2,0,2,1,1,0,2,0,2,0,2,1,2,1,0,1,2,0,2,2,2,2,2,0,0,0,1,2,1,0,0,0,0,2
360,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,5,4,0,0,0,1,2,1,0,0,1,0,2,1,2,2,1,2,0,1,1,2,1,2,1,1,2,2,0,1,1,2,1,1,1,1,2,2,1,1,1,0,2
361,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,4,4,4,0,1,2,0,1,1,1,1,1,0,1,1,0,1,2,1,0,0,2,0,2,0,1,1,0,0,0,2,2,1,1,2,2,1,0,0,0,2,0,2,2,0
362,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,-1,2,2,0,0,2,2,2,2,2,1,0,1,1,1,0,2,0,1,1,2,0,1,2,0,1,1,0,1,2,0,0,0,2,2,2,2,1,2,0
363,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,-1,2,0,1,0,0,0,2,2,2,2,0,2,1,1,2,2,2,2,0,2,2,2,1,1,0,0,2,2,1,1,0,0,1,0,2,0,0,2,0
364,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,0,3,0,0,0,1,0,2,1,1,0,2,2,0,1,1,2,1,1,2,0,2,0,1,0,1,0,1,0,2,0,2,1,0,1,2,2,2,0,0,2,2,1
365,0,0,2,0,3,4,0,5,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,1,6,1,2,1,2,0,0,0,2,2,0,2,0,0,0,1,0,1,2,0,0,1,1,1,2,1,1,2,2,1,0,0,0,0,2,2,0,0,1,0,1,0,2
366,0,0,2,0,3,4,0,5,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,1,6,1,2,1,0,2,0,1,2,2,1,1,2,1,1,2,1,1,2,1,1,0,2,2,0,0,1,2,2,0,2,1,0,2,2,2,1,2,2,1,1,1,1
367,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,0,1,2,2,2,2,1,0,2,1,2,1,1,0,0,0,1,2,1,1,2,0,1,2,1,1,2,2,2,2,2,1,2,0,0,2,2,2,2,1
368,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,0,1,0,2,2,0,0,0,1,2,2,2,0,0,2,0,1,2,1,1,0,1,0,2,0,1,2,2,1,2,0,0,1,2,2,2,1,0,1
369,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,5,4,0,0,0,2,1,2,2,1,0,2,2,1,0,0,1,2,1,1,1,2,1,1,2,2,0,1,2,0,2,2,2,0,2,0,0,0,1,1,2,1,1
370,0,0,2,3,0,3,6,2,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,1,3,5,1,5,2,-1,2,1,1,0,2,1,2,1,1,1,0,0,2,0,0,0,1,1,1,2,2,2,1,2,0,2,2,2,0,0,1,1,0,0,1,1,0,1,2
371,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,0,3,0,0,2,0,0,1,2,1,2,0,1,0,1,1,0,2,2,1,1,2,0,1,1,1,0,1,2,2,1,2,2,2,1,1,2,1,1,0,2,2,1
372,0,0,2,3,0,3,6,7,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,1,3,5,1,5,2,1,0,0,2,2,1,0,0,0,2,1,1,1,1,1,2,0,0,1,0,0,1,1,2,1,0,2,0,1,2,0,0,1,0,2,1,1,1,2,2
373,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,0,2,0,1,1,1,2,0,1,1,1,2,0,0,0,1,0,2,1,0,2,0,1,2,0,2,0,2,1,1,1,1,2,1,2,1,2,2,1,1
374,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,4,4,4,7,1,2,1,0,1,2,2,2,2,2,1,2,0,2,2,0,0,2,2,1,1,0,1,1,0,2,2,0,1,2,2,1,1,2,1,1,1,2,2,0,0
375,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,0,1,2,2,0,0,1,2,0,0,1,0,1,2,2,1,0,2,2,0,0,2,2,1,2,2,0,0,2,1,0,1,1,2,1,0,1,2,1,1
376,0,0,0,2,2,0,0,5,29,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,0,0,2,0,1,1,6,1,2,1,0,2,0,0,2,0,0,1,1,1,1,1,1,2,2,1,2,0,2,2,2,1,2,1,0,2,2,1,2,2,2,0,1,1,2,1,0,1,2
377,0,0,0,2,2,0,4,1,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,0,3,0,-1,0,0,2,0,2,2,2,1,1,0,0,0,0,0,1,2,2,2,0,1,0,1,0,0,0,1,1,2,2,0,0,2,0,1,0,0,1,2,1
378,0,0,2,3,0,3,6,7,-1,1,0,0,0,0,0,0,0,0,1,1,3,2,1,1,2,0,0,2,1,3,5,1,5,2,1,1,1,0,0,0,2,1,2,1,0,1,1,1,0,2,0,1,1,1,2,0,1,2,0,1,1,1,0,1,0,1,2,2,0,1,0,1,2,0
379,0,1,1,1,1,1,1,0,-1,10,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,4,4,4,0,1,-1,0,1,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,1,2,0,0,1,2,1,1,2,2,2,2
380,0,0,2,3,0,3,6,2,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,2,1,3,5,1,5,2,-1,2,0,2,1,0,2,2,0,0,0,1,2,0,0,1,1,1,0,1,0,1,0,1,1,2,1,0,0,2,2,0,2,0,0,1,0,2,1,1
381,0,1,1,1,4,5,5,6,-1,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,-1,1,1,2,2,2,2,2,2,2,0,0,1,2,1,2,2,0,0,2,1,2,2,2,2,2,1,1,2,1,2,2,2,0,2,0,1,2,2,0
382,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,0,3,0,0,0,1,2,2,0,2,1,1,0,2,2,0,0,1,1,1,1,2,1,0,2,0,0,0,2,0,1,0,2,2,2,2,2,2,0,1,0,0,2
383,0,0,2,3,0,3,6,2,31,13,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,1,3,5,1,5,2,-1,1,1,2,2,1,0,2,1,1,1,1,0,0,1,0,0,0,0,0,1,2,0,0,1,2,0,1,2,2,2,1,0,1,2,0,2,1,2,2
384,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,-1,2,2,2,1,0,1,1,1,2,0,1,2,0,1,0,1,1,1,1,2,1,1,2,1,2,1,2,0,1,2,1,1,1,0,1,2,0,1,2
385,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,2,2,2,1,0,2,1,0,1,2,2,0,1,0,1,0,2,1,1,1,0,0,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,1,0
386,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,1,1,0,2,2,0,1,2,0,1,2,1,2,2,1,1,0,0,2,1,1,1,0,2,1,2,0,0,0,1,1,0,1,0,2,0,2,1,0
387,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,0,0,2,2,2,2,0,1,2,2,0,0,0,2,0,2,0,2,1,2,1,0,1,1,2,2,0,1,2,1,1,1,0,0,1,2,2,2,2,1
388,0,1,2,0,3,2,2,3,-1,16,0,0,0,0,0,0,0,0,0,2,1,3,5,0,6,0,1,2,0,1,1,6,1,2,-1,0,2,0,1,1,0,0,2,1,0,2,1,2,1,1,2,2,1,0,0,0,1,1,2,1,1,2,1,0,2,2,2,1,2,2,2,2,0,1
389,0,0,2,0,3,2,2,3,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,1,3,1,6,1,2,1,1,1,2,1,0,1,0,2,1,0,0,1,1,2,0,0,1,0,2,2,1,1,0,0,2,1,1,1,2,0,1,1,1,2,2,2,1,2,2
390,0,0,2,3,0,3,6,7,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,1,3,5,1,5,2,1,2,1,2,1,0,1,1,0,2,0,2,0,0,1,0,1,2,1,1,0,2,1,2,2,1,2,2,1,0,1,2,0,1,0,0,1,0,0,1
391,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,0,0,2,2,1,1,2,0,1,2,2,0,0,0,0,1,1,1,2,1,2,0,2,0,0,0,2,0,2,0,2,0,2,1,1,0,0,1,0
392,0,1,1,1,4,5,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,2,2,2,1,2,0,2,2,1,2,0,0,0,1,0,1,1,1,2,0,1,1,2,1,2,0,1,1,0,0,0,1,0,2,1,1,0,2,0,0,2,1,1,1
393,0,0,2,3,0,3,6,7,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,1,3,5,1,5,2,1,1,0,2,2,1,0,2,1,0,2,0,1,1,2,1,2,1,2,2,2,1,2,2,2,0,2,0,2,0,0,2,1,0,0,2,2,1,1,2
394,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,0,1,2,0,1,1,1,0,1,1,0,0,1,2,0,2,0,2,0,2,2,2,1,0,0,2,2,0,1,2,0,1,2,0,1,0,1,0,0,1
395,0,0,2,3,0,2,2,7,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,1,3,5,1,5,2,1,2,0,1,1,2,2,0,0,0,0,0,1,2,2,0,1,1,2,1,1,2,0,0,0,0,0,1,1,0,1,1,0,2,2,1,2,2,0,1
396,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,4,4,4,0,1,2,0,0,2,0,2,1,2,0,1,0,0,1,2,1,1,1,2,2,0,2,0,0,1,1,2,2,2,1,2,2,1,2,2,1,1,0,0,1,2
397,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,-1,2,2,2,1,0,2,1,0,2,1,2,0,0,1,2,0,0,0,1,1,1,2,0,2,0,1,0,2,1,1,0,1,0,1,0,0,2,2,2
398,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,3,6,0,-1,1,2,0,1,1,1,2,1,0,0,2,0,0,2,1,0,0,1,2,1,2,2,0,2,2,1,1,0,0,1,1,1,1,2,1,2,0,1,1
399,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,4,4,4,0,1,2,0,1,1,0,0,1,2,0,1,1,2,2,0,2,2,0,1,1,2,2,0,2,0,2,0,1,2,2,1,0,0,1,1,1,2,1,1,2,0
400,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,0,3,0,0,1,1,2,2,2,1,1,2,2,0,2,2,2,0,2,1,1,1,1,0,1,0,0,1,1,2,1,1,0,0,2,2,1,0,1,1,1,2,2
401,0,0,2,3,0,2,2,7,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,1,3,5,1,5,2,1,1,1,0,1,1,0,2,1,0,2,2,0,2,1,0,0,1,0,1,2,2,1,0,2,1,2,0,2,2,0,0,1,1,1,1,2,0,1,2
402,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,0,3,0,0,2,2,1,1,1,1,0,2,2,1,0,1,2,0,2,0,0,0,0,2,0,2,0,0,1,2,1,1,2,1,2,0,2,1,0,0,2,2,1
403,0,0,2,0,3,2,2,3,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,1,2,1,1,1,6,1,2,1,0,2,2,1,1,1,1,2,1,0,1,2,0,0,0,2,1,0,1,0,0,2,0,2,0,0,0,2,1,0,1,0,1,1,1,1,0,1,2
404,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,5,4,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,2,0,2,1,1,1,1,0,2,2,1,2,1,0,0,1,0,1,0,1,1,0,1,0,0
405,0,1,2,0,3,2,2,3,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,2,1,3,5,1,5,2,1,0,1,2,1,0,1,0,2,0,0,0,0,1,2,0,1,2,0,1,1,1,1,2,2,1,0,1,2,0,0,0,0,2,2,0,0,0,1,2
406,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,4,4,4,0,1,2,1,2,0,1,1,2,0,1,0,1,1,1,2,2,2,1,1,0,2,2,2,2,2,0,0,1,1,2,2,1,2,2,2,2,0,2,2,0,2
407,0,1,1,0,3,4,3,4,30,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,0,4,1,6,1,2,-1,1,2,0,0,1,0,1,2,0,2,2,2,0,2,2,0,2,0,2,2,0,2,0,2,0,2,1,1,2,0,2,1,0,0,1,1,1,0,0
408,0,0,2,3,0,3,6,7,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,1,3,5,1,5,2,1,1,1,2,1,2,2,2,2,1,0,0,0,2,1,0,1,1,1,2,2,0,0,1,2,1,1,2,0,1,1,0,2,0,0,1,0,0,2,0
409,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,5,4,0,0,0,0,0,2,0,1,2,0,2,1,2,2,2,1,0,2,0,1,2,1,0,1,0,1,1,2,2,1,0,0,1,1,2,1,0,2,2,1,0
410,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,4,4,4,7,1,2,2,0,0,1,1,2,2,0,0,1,1,0,1,1,0,2,1,0,2,0,2,2,0,2,0,1,0,0,0,1,2,1,2,2,0,2,0,1,0
411,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,4,4,4,7,1,2,1,2,1,1,2,0,2,0,0,1,0,2,0,0,1,2,0,0,1,2,1,1,2,1,2,0,1,0,1,2,1,0,0,1,0,2,1,0,0
412,0,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,4,4,4,7,1,2,2,2,2,2,2,1,2,0,0,0,2,2,2,1,2,2,1,2,0,1,0,1,2,0,1,0,1,1,2,2,0,1,2,1,2,2,1,1,1
413,0,0,0,2,2,0,4,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,2,0,0,3,0,-1,2,2,1,2,1,1,0,2,2,0,1,0,2,2,0,1,0,1,1,2,0,1,2,1,0,1,0,1,0,2,0,1,1,2,1,0,1,1,1
414,0,0,2,3,0,2,2,7,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,1,3,5,1,5,2,1,1,1,0,2,2,1,2,0,2,2,2,2,2,2,2,0,0,2,0,1,0,1,0,2,1,0,1,2,0,2,2,0,1,2,2,0,1,1,2
415,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,0,3,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,1,1,1,0,1,2,1,2,0,2,0,0,2,1,1,2,0,0,1,2,2,2,0,0,1,1
416,0,0,0,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,2,1,3,5,4,0,0,2,0,1,1,2,2,1,0,0,0,2,0,2,1,1,2,1,1,1,1,1,2,1,0,0,0,1,2,0,1,2,2,1,2,2,0,0,2,1
